Text,Label
দুর্গম পাহাড়ি পরিবেশ হওয়ার কারনে আপনি যখন তখন যা চাইবেন তা পাবেন না। ,negative
কেওক্রাডংয়ের হ্যালিপ্যডে প্রচুর জোকের উপদ্রব আছে। ,negative
"১২ থেকে ১৪ হাজার টাকা ডাকাতি ছাড়া এটা আর কিছুনা
",negative
"ভাবলেই খারাপ লাগে যে, রাস্তা হবার পর থেকে এই সুন্দর জায়গাটা কে সবাই মিলে নোংরা করে ছাড়ছে। ",negative
এখনই রাস্তার পাশে প্লাস্টিকের স্তুপ তৈরি হচ্ছে। 😑,negative
চমৎকার জায়গা। ১৪ কিলো পাহাড় ট্র‍্যাক করে আবার আসা।,positive
"কেওক্রাডং ব্যাক্তিমালিকানাধীন পাহাড়, যিনি পাহাড়ের মালিক তিনি কটেজেরও মালিক সো ব্যাবসায়ীক দিক চিন্তা করলে কখনোই অনুমতি দিবে না।",negative
"আমাকে যদি কেউ বলে বার বার কোথায় যেতে চাও , আমি বলবো বগালেক। ",positive
চাঁদনী রাতে বগালেকে অপরুপ রুপ আমি ভুলতে পারি না।,positive
পাহাড়ে  কোন খাসির মাংস পাওয়া যায় না।,negative
ছবি না যেন মাখন। থ্যাংকু ভাই শেয়ার করার জন্য।পরিবার নিয়ে যাবার ইচ্ছে আছে,positive
চিংড়ি ঝর্ণাটা জোশ! গোসলের পরে ক্লান্তি ঝেড়ে একদম নতুন উদ্যমে আবার ট্রেকিং করা যায়,positive
গোসল করা যায়। তবে আর্মিরা সাঁতার কাটতে দেখলে প্যারা খাবেন।,neutral
বন্ধু ফিলিংসগুলো এখনো তরতাজা😍 এখনো অনুভব করতে পারি😍,positive
এশিয়া আর আকবরিয়ার দুই খুব নামকরা। ,positive
তীক্ষ্ণ এলাচের ঝাঁঝ যুক্ত এই কাচাগোল্লা এতো মিষ্টি!,positive
এই কাচাগোল্লাকে সারা বাংলাদেশের মধ্যে আলাদা সুনাম দিয়েছে।,positive
জয়পুরহাটে যেয়ে শুনলাম শর্মার মিষ্টি খুব নামকরা এবং অনেক পুরনো ব্যবসা ওদের।,positive
"ব্রাহ্মণবাড়িয়ার ভোলাগিরির পর আরেক জায়গায় প্যাড়া সন্দেশ খেলাম, যেটা বেশ মুখে লাগার মতো।",positive
নওগাঁয় দুই বেলায় দুই দোকানের দই খেলাম। কোনটাই খুব মুখে লাগার মতো না।,positive
দোকান কিংবা বানানো ওইসময়ে ভালো হয় নাই।,positive
"সবগুলো মিষ্টি একটা নির্দিষ্ট মানের উপরে। প্যারাডাইস, বনলতা এসব খুব নামকরা মিষ্টির দোকান।",positive
"এতো এতো পদ আর এতো ভ্যারিয়েন্ট মিষ্টির, তাকায়ে থাকতেও যেন চোখের আরাম লাগে।",positive
পাবনার দইও আমার মতে বগুড়ার মতো একটা আইকনিক খাবার হবার যোগ্যতা রাখে।,positive
"চাঁপাইনবাবগঞ্জ থেকে ফেরার পরে, শুনেছিলাম, রসকদম বিখ্যাত চাঁপাইয়ের।",positive
রাজশাহী অঞ্চলের মানুষের কাছে এই শৌখিন খাবারের চাহিদা সেই পুরনো আমল থেকে। সেই চাহিদার সূত্রে হয়তো সেই থেকেই এই এলাকার মিষ্টির মান অতুলনীয়।,positive
কোন একদিন হয়তো দিনভর মিষ্টি খাবার জন্যেই চলে যেতে হবে এই রাজশাহী বিভাগের অলিগলিতে।,positive
ভাল মিষ্টি খাইতে হলে চলে যান মেহেরপুর জেলায়।,positive
শিবগঞ্জ এর আদি চমচম! এটা মিস করে ফেললেন! অমায়িক স্বাদের জিনিস।,positive
এইটার তুলনা হবে না রে। এইটা মিস করা আসলেই অন্যায় হইসে।,positive
"চমচমের ফ্যান কখনোই ছিলাম না, এটা খেয়ে ধারণা চেঞ্জ। টু মি, পোড়াবাড়ির চেয়ে এইটা অনেক জোস।",positive
আমার কাছেও এটা বেস্ট অফ দ্যা চমচম মনে হয়েছে। অতুলনীয়।,positive
চাপাই থেকে ফেরার পথে শিবগঞ্জ বাজারে আদি চমচম ট্রাই করবেন। টাংগাইলের বাইরে দেশের অন্যতম সেরা চমচম।,positive
শিবগঞ্জের বিখ্যাত সেই আদি চমচম। চাপাই নবাবগঞ্জ গেলে আমার না খেলে যেন হয় ই না।,positive
"রাজশাহী বিভাগের প্রতিটা জেলার দই,মিষ্টি বিখ্যাত।",positive
"নাটোর,পাবনা,রাজশাহী,চাঁপাইনবাবগঞ্জ,বগুড়া,নঁওগা,সিরাজগঞ্জ,জয়পুরহাট প্রত্যেকটা জেলার মিষ্টিজাতীয় খাবার অতুলনীয় একে অপরের।",positive
"চাপাই নবাবগঞ্জ এর শিবগঞ্জ এর আদি চমচম না খেলে বুঝবেন ই না, মিস্টি আসলে কি জিনিস",positive
আমার বাসা বগুড়ায় কিন্তু আকবরিয়া এশিয়া দই এখন আর ভাল লাগে না।।,negative
মনিরুল ভাইয়ের মুখে দুধপুকুরিয়া নামটা শুনার পরেই গেঁথে গিয়েছিল মনে। ,positive
কালীবাড়ির কাঁচাগোল্লা ভালো লেগেছে আমার।,positive
এমন সুন্দর নামের যে কোনো বন আছে বাংলাদেশে এটাই জানতাম না।,positive
"অনেকটা শীর্ষেন্দুর অদ্ভুতুড়ে সিরিজের বিভিন্ন জায়গা যেমন কুঞ্জপুকুর, দুধসয়ার দ্বীপ এসবের কথা মাথায় চলে আসছিল। এমন চমৎকার যে অরণ্যের নাম সে ও নিশ্চয় অনেক মনোহর!",positive
"স্বচ্ছ কর্ণফুলীর জল কেটে ঢিমেতালে ফেরির এগিয়ে চলা, দূরে পাহাড়ের রেখা এসব দেখতে দেখতে সময়টা কেটে গেল ফুরুত করে।",positive
চারপাশে গাছপালার মাঝখানে এঁকেবেঁকে চলে গেছে পাকা সড়ক। ছড়ার ওপর সুন্দর এক সেতু।,positive
"ওটা পেরিয়ে চারপাশে তাকালাম। বামে একটু দূরে গাছপালার ফাঁকে পুকুর, বাড়িঘর নজর কাড়ল।",positive
"বছর চল্লিশেকের, আলাপী কর্মকর্তাটি নিরাশই করলেন। বললেন, বনের ভেতর হাতির পাল আছে। খাবারের অভাবে মেজাজ এখন বড্ড চড়া।",negative
বনের ভেতর হাতির পাল আছে। খাবারের অভাবে মেজাজ এখন বড্ড চড়া। পাহারা ছাড়া আমাকে জঙ্গলে ঢুকানো তাঁর পক্ষে সম্ভব নয়। ,negative
"পথের দুই পাশে গর্জনসহ বেশ কিছু বড় গাছ আছে। ভেতর দিকে ছোট গাছ, বড় গাছ, ঝোপ-জঙ্গল সব কিছুই নজর কাড়ল।",positive
"বিশালদেহী জন্তুটা পাহাড়ের ওপরের দিকে আর আপনি নিচে থাকলে, নিরাপদ ভাবার কোনো কারণ নেই নিজেকে। কারণ ওরা নাকি অদ্ভুত কায়দায় ছেচড়ে নেমে আসে দ্রুতগতিতে।",negative
"বসন্তবাউরি, টিয়া, কাঠঠোকরাসহ কিছু পরিচিত পাখি, আর স্তন্যপায়ীর মধ্যে এক জোড়া বানর ও গোটা কয়েক কাঠবিড়ালি এখন পর্যন্ত আনন্দ দিয়েছে আমার বন্যপ্রাণীপ্রেমী মনকে।",positive
এরপরই শীতল জলের একটা ছড়ায় নামলাম আমরা। পা ডুবিয়ে হাঁটতে ভারি আনন্দ হচ্ছিল।,positive
রাঙ্গামাটি-বান্দরবানসহ বিভিন্ন এলাকায় হাতিরা কোনঠাসা হয়ে পড়ছে বহুদিন হলো। কক্সবাজারে বছর কয়েক আগেও সংখ্যায় ছিল বেশ ভারি। তবে এখন মারা হচ্ছে যেভাবে চিরতরে হারাতে খুব দেরি নেই!,negative
গত কয়েক দিনের মধ্যে তিনটাকে হত্যা করেছে লোভী মানুষেরা। নিশ্চয় দুধপুকুরিয়ার হাতিরাও ভালো নেই!,negative
"ভাই, আপনার বেড়ানোর জায়গাগুলো এখনো নতুন। নামগুলোও একটু অদ্ভুত সুন্দর।",positive
বান্দরবান যাবার পথে যা দেখেছি তাতে বনের স্বাস্থ্য ভয়ানক খারাপ তা সহজেই অনুমান করা যায়৷,negative
"সব কটা বনের একই অবস্থা ভাই, আপনি এবছর যা দেখবেন ২ বছর পর গেলে তার অর্ধেক দেখতে পাবেন।",negative
"একেবারে সত্যি কথা বলেছেন ভাই। বন-পাহাড়, বন্যজন্তু একটার চেয়ে একটার খারাপ অবস্থা। হাতি দশ বছরও টিকবে না!",negative
সেন্টমার্টিন বাংলাদেশের সবচেয়ে দক্ষিণে বঙ্গোপসাগরের উত্তর-পূর্বাংশে অবস্থিত ছোট একটি প্রবাল দ্বীপ।দ্বীপটির পর্যকটদের কাছে অতি জনপ্রিয়।,positive
"নাফ নদী পার হয়ে বঙ্গোপসাগর এর বেশ খানিকটা পথ যাওয়ার পর শুরু হলো ঢেউয়ের সাথে ট্রলার এর লড়াই, সাগর ঠান্ডা ই ছিল, কিন্ত তাও যথেষ্ট বেগ ছিল স্রোতের, দুলছিল ট্রলার, যেটুক এডভেঞ্চারাস ফিল ততটুকুই ভয়, সাথে প্রচন্ড রোদ।",neutral
"সেন্টমার্টিন এর কাছাকাছি পৌঁছোতেই, কাঙ্ক্ষিত নীল জল আর চারপাশের চোখ ধাধানো পরিবেশে ক্লান্তি টা অনেকাংশেই কমে গেছে।",positive
"হোটেল চেক ইন করে ফ্রেশ হয়ে খাওয়া দাওয়া শেষে নারিকেল জিঞ্জিরার বিখ্যাত ডাবের পানি পেটে চালান করে দারুচিনি বিচে গিয়ে জীবনের সবচেয়ে সুন্দর সুর্যাস্ত উপভোগ করলাম, অফ সিজন এর জন্য পর্যটক নেই বললেই চলে, প্রাইভেট আইল্যান্ড ফিল পাচ্ছিলাম, পরিবেশ টা ছিল অপার্থিব।",positive
"প্রায় সারারাত বিচেই আলোকবর্ষ দূরের তারাদের সাথে কাটালাম, আকাশটা বর্ণনা করার চেষ্টা করাও বোকামি, এর বর্ণনা হয়না, জীবনে প্রথমবার সেন্টমার্টিন আসাটা স্মরণীয় হয়ে রইল প্রথম দিনেই।",positive
"সকালে নাস্তা সেরে সাইকেল ভাড়া করে রওনা দিলাম ছেঁড়াদ্বীপ, বিচের মধ্যে সাইকেল চালানোর কষ্ট টের পাচ্ছিলাম বেশ",positive
"শেষমেষ পৌঁছালাম ছেঁড়াদ্বীপ, নীল পানির দেখা সেখানেই বেশী। বেশ খানিক্ষণ ঘুরাফেরা করলাম, ডাব খেলাম, উপভোগ করলাম ছেঁড়াদ্বীপ।",positive
"সন্ধ্যার দিকে বিচে গিয়ে সুর্যাস্ত ঠিকমতো দেখতে পেলাম না আবহাওয়ার জন্য, আকাশ মেঘলা ছিল, গুড়ি গুড়ি বৃষ্টির সাথে ভয় পাচ্ছিলাম সিগনালের, পরদিন ফেরা হবেনা নইলে৷",negative
"রাতে খেয়ে আবার বিচে গেলাম, অমাবস্যার জন্য বড় জোয়ারের সাথে দেখলাম সাগরের ভয়ঙ্কর রুপ, বিচ পার হয়ে দ্বীপের দিকে ধেয়ে আসছিলো স্রোত, সাথে তার ভয়াল আর্তনাদ। প্রায় মধ্যরাত পর্যন্ত ভয়ঙ্কর সুন্দর পরিবেশ টা উপভোগ করে ফিরে এসে ঘুম দিলাম।",positive
বাংলাদেশের সুন্দর জেলাগুলোর মধ্যে সিলেট অন্যতম। সিলেটের সৌন্দর্য দেখে শেষ করা কঠিন।,positive
বনের মধ্যে একটি ওয়াচ টাওয়ার রয়েছে। টাওয়ারের উপর থেকে বনটি অনিন্দ্য সুন্দর দেখতে লাগে।,positive
বিছানাকান্দি :এটি সম্পর্কে নতুন করে বলার কিছু নেই। এটিকে বলা যায় পাথরের বিছানা। সাথে ভারতীয় সীমান্তথেকে বয়ে আসা ঠান্ডা সচ্ছ পানি জায়গাটিকে অসাধারন রূপ দিয়েছে। ,positive
কুলুমছড়া সিলেটের গোয়াইনঘাট উপজেলার সীমান্তবর্তী একটি গ্রাম। ভারতীয় সীমান্তথেকে বয়ে আসা ঝর্ণাটিই কুলুমছড়া নামে পরিচিত। স্রোতের কলকল ধ্বনি ও পানির স্রোত জায়গাটিকে অসাধারন করে তুলেছে।,positive
লক্ষনছড়া গোয়াইনঘাট উপজেলায় অবস্থিত। বিছানাকান্দি থেকে কিছুটা দূরে। ঝর্নার স্রোতধারার কাছে ভারতীয় সীমান্তে চলাচলের জন্য একটি সুন্দর ছোট ব্রিজ রয়েছে।,positive
গোয়াইনঘাট উপজেলায় মেঘালয়ের কোল ঘেসে পান্তুমাই গ্রামের অবস্থান। গ্রামটি বাংলাদেশের সুন্দর গ্রামের মধ্যে একটি।,positive
ভারতের চেরাপুঞ্জি থেকে বয়ে আসা পুরোটা খাল জুরে রয়েছে সবুজাভ রংয়ের পানি। পানির রং কিভাবে এমন হতে পারে সেটা নিজের চোখে না দেখলে বিশ্বাস করা মুশকিল। বিকেলের চেয়ে দুপুরের করা রোদেই পানির রংটা বেশি সুন্দর লেগেছে।,positive
একসময় পর্যটকদের কাছে সিলেট মানেই ছিল জাফলং। পিয়াইন নদীর তীরে পাথর বিছানো জাফলং সত্যিই অসাধারন।,positive
স্রোতধারার দূরে তাকালে দেখা যাবে ডাউকি ব্রিজ। আমি প্রথমবার যাই ২০০৩ সালে। সৌন্দর্যের দিক বিবেচনায় এখন আর আগের মত নেই।,negative
ডিবির হাওরের অবস্থান সিলেটের জৈন্তাপুরে। মূলত কয়েকটি বিল নিয়ে মেঘালয়ের পাদদেশে এই হাওরের অবস্থান। বর্ষায় বিল জুরে ফুটে থাকে অজস্র লাল শাপলা। তাই শাপলার সৌন্দর্য উপভোগের জন্য খুব সকালে যাওয়াই উত্তম।,positive
ভোলাগঞ্জ : জাফলং ও বিছানাকান্দির চেয়েও অনেক সুন্দর জায়গা এটি। এখানে দেখা মিলবে সাদা ও রঙিন পাথরের। ,positive
"সিলেটের কানাইঘাট উপজেলার উত্তর-পূর্ব সীমান্তে সচ্ছ পানির লোভা নদী, ব্রিটিশ আমলের চা বাগান, পাহার, টিলা, খাল, বিল নিয়ে লোভাছড়ার অবস্থান। এখানের আকর্ষনীয় স্থাপনা হল ব্রিটিশ আমলের তৈরি ঝুলন্ত একটি সেতু।",positive
"সিলেট জেলায় রয়েছে অসংখ্য চা বাগান। এর মধ্যে মালিনীছড়া, লাক্কাতুরা চা বাগানের সৌন্দর্য অসাধারন।",positive
সিলেট শহরে থাকার জন্য পর্যাপ্ত ব্যাবস্থা থাকলেও ট্যুরিষ্ট স্পটগুলোর কাছাকাছি ভাল মানের নিরাপদে থাকার তেমন কোন ব্যাবস্থা নেই।,negative
যদিও কিছু কিছু জায়গায় মনোরম রিসোর্ট রয়েছে তবে তা বেশ ব্যয়বহুল।,neutral
বেশিরভাগ জায়গার সৌন্দর্য পানির কারনেই অসাধারন হয়ে ওঠে আর যোগাযোগ ব্যবস্থাও নৌকা নির্ভর।,positive
বাংলাদেশের সবচেয়ে খারাপ রাস্তা সম্ভবত সিলেটের এই ট্যুরিষ্ট স্পটগুলোর রাস্তা।,negative
আবার অন্যদিকে অন্যতম সুন্দর ট্যুরিষ্ট স্পটও এগুলো। তাই ভাল কিছু দেখার জন্য কিছুটা ত্যাগ স্বীকার করতে হবে।,positive
সিলেটের সৌন্দর্য অর্ধেক মেঘালয়ের দান। জাফলং বিছনাকান্দি গেলেই বুঝতে পারি এই মেঘালয় আসলে কতটুকু নৈসর্গিক।,positive
এখন পানি কম তাই ট্রলার কিংবা নৌকায় যাওয়া মুশকিল হতে পারে।,negative
বৃহত্তর সিলেট পর্যটকদের জন্য স্বর্গ।,positive
"কেউক্রাডং এর রাতের আকাশ অপরুপ। এমন আকাশ ভরা তারা, নক্ষত্র, ছায়াপথ দেখতে হলে আপনাকে কেউক্রাডং আসতে হবে। ",positive
এই টাকায় আপনি কতটুকু ঘুরতে পারবেন তা জানা নেই। ওরা আপনাকে দামে ঠকাবে না। ওরা আপনাকে ডিস্টেন্স এ ঠকাবে।,negative
"পাতাল_কালী,😱এ যেন এক অন্য জগত গহীন অরণ্য এবং বিপদজ্জনক স্থান ",negative
সকল জলপনা-কলপনার অবসান ঘটিয়ে অসাধারন এবং এক্সট্রিম ট্র্যাকিং করে আসলাম পাতাল_কালী_চন্দ্রনাথ_পাহাড়💚,positive
এই ট্রেইলটা কেন জানি আমাকে টেনেছে বার বার,positive
রূট প্ল্যান আমার কাছে সম্পুর্ন আলাদা মনে হলো এবং খুবই ইন্টারেসটিং এবং এডভেঞ্চার টাইপ মনে হলো। ,positive
আপনি এমন এক জায়গায় পা টিপে টিপে এগুচ্ছেন যেখানে প্রতি মুহূর্তে অজানা সব শঙ্কা ওঁত পেতে আছে! ভর দুপুরেও গা ছমছমে চাপ চাপ আঁধারে ছেয়ে থাকে যে জায়গা।,negative
নৌকায় উঠে পড়লাম।এক বোটে ৫ জন বসা যায়।  চারপাশে নদী-আকাশ-পাহাড়ের দারুন মিতালি।,positive
আড়াই ঘন্টা পর পৌছালাম রেমাক্রি খালে। দারুন একটা জায়গা।,positive
এটা ছিলো আমার জীবনের সবচেয়ে দীর্ঘদিনের লালিত স্বপ্নের ফসল । ,positive
ব্যাসিকালি পিকচার দেখে লাদাখের এই ধূসর বর্ণের প্রকৃতির প্রতি আমার কখনোই তেমন কোন আকর্ষণ তৈরি হয়নি ।,negative
আমি ওখানে গিয়েছি স্রেফ লাদাখের প্রতি মানুষের ক্রেজ দেখে। যাওয়ার পরে ফিল হয়েছে - হ্যাঁ এটা সত্যিই অতুলনীয় এবং অবর্ণনীয় সুন্দরতম একটি জায়গা । সেই সাথে ভরপুর এডভেঞ্চার ।,positive
আহ্‌! মনপ্রাণ ভরে গেছে একদম । ফুল স্যাটিসফিকশন নিয়ে ঘরে ফিরেছি ।,positive
এই ট্রেনের জার্নি সবসময়ই বেশ কষ্টদায়ক । কারণ সবসময়ই প্রচুর ভীড় লেগেই থাকে ।,negative
"প্রায় ৮০ কিলোমিটার যেতে সময় লাগে প্রায় দুই ঘন্টা, সেই হিসেবে ভাড়া একদম কম ।",positive
"ট্রেন ছুটে চলছে, সেই সাথে চলছে আমাদের ক্রমপরিবর্তনশীল ট্যুরের প্ল্যানিং । ইন্ডিয়ার ট্রেনগুলোতে ভ্রমণ করতে আমার বরাবরই অসম্ভব ভালো লাগে ।",positive
"শুয়ে, বসে, আলস্যে, গল্পে, আড্ডায় পার হয়ে যায় সময়গুলো । এতো লম্বা সময়ে সহযাত্রী মানুষগুলোর সাথেও তৈরি হয় সখ্যতা । প্রতিটি ট্রেন ভ্রমণই আমার কাছে একেকটি গল্পের ঝাঁঁপি । ভালো লাগে ব্যাপারগুলো ।",positive
আবহাওয়া অসহ্য লাগছিলো । অত্যধিক গরমে প্রাণ ওষ্ঠাগত অবস্থা । ট্রেন ছুটে চলেছে উত্তর প্রদেশের ভেতরে দিয়ে ।,negative
ভয়াবহ গরম এককথায় । চলমান ট্রেনের জানালা দিয়ে বাইরে হাত দিলে মনে হচ্ছিলো হাত সিদ্ধ হয়ে যাচ্ছে । গরমে যাত্রী সকলের প্রাণ ওষ্ঠাগত ।,negative
"ইউপিতে যতই গরম হোক না কেনো, হিউমিডিটি একদম নেই বললেই চলে । গরমে সিদ্ধ হচ্ছি ঠিকই, কিন্তু শরীরে এক বিন্দুও ঘাম নেই । এই জিনিস টা ভালো লেগেছে । ",neutral
পাহাড়ি আঁকাবাঁকা পথ ধরে বেশ ধীরে সুস্থেই চলছিলো বাস । আশেপাশের প্রাকৃতিক দৃশ্যের পার্থক্য এতোক্ষণে স্পষ্ট হতে শুরু করলো । বুঝতে পারছিলাম যে সামথিং মোর বিউটিফুল মাস্ট ওয়েটিং ফর আস ।,positive
পাহাড়ের কোলঘেঁষে অবস্থিত রেলস্টেশনের দিকে চোখ বুলাচ্ছিলাম । দেখে বেশ ভালো লাগছিলো ।,positive
দুই বন্ধু ট্রেনে উঠেই কানে হেডফোন দিয়ে দরজা ধরে দাঁড়িয়ে কাশ্মীরি প্রকৃতি অবলোকন করছিলাম । বেশ ভালো লাগছিলো জার্নিটা সত্যি বলতে ।,positive
পড়ন্ত বিকেলে পাহাড় আর সূর্যের লুকোচুরি খেলার দৃশ্য যে কারো মন ছুঁয়ে যাবে । চারিদিকে একটা রক্তিম আভা ছড়িয়ে পড়েছিলো । প্রচণ্ড গরমের এলাকা থেকে গিয়ে ঠাণ্ডা ঠাণ্ডা আবহাওয়ায় এরকম দৃশ্য অবলোকন করতে অন্যরকম ফিল হচ্ছিলো ।,positive
আমরা প্রায় ঘণ্টাখানেক সূর্যের আভা পেয়েছি । শেষ বিকেলে গরীবের টয় ট্রেনে চড়াটা বৃথা যায়নি ।,positive
"ট্যুর শেষ করে ঢাকায় ফিরে গুগলে ঘাঁটাঘাঁটি করে জানতে পেরেছি যে সেদিন আমরা যে টানেলের মধ্যে দিয়ে গেলাম, সেটিই ছিলো ভারতের সবচেয়ে দীর্ঘতম টানেল । এইযে আপনারা আজকে জানলেন, এরপরে এই রুটে গেলে ফিলটা আরো বেশি পাবেন। এরকম স্পেশাল কিছু জিনিসের সাথে পরিচয় হওয়াটা, সাক্ষী হয়ে থাকার ব্যাপার টা বেশ ভালো লাগে আমার ।",positive
"শ্রীনগর রেলওয়ে স্টেশনে ।সুন্দর ছিমছাম, পরিচ্ছন্ন এবং গোছানো একটি স্টেশন । দেখলেই ভালো লাগে ।",positive
সত্যি বলতে হাউজবোটের মালিক ভাইটি খুব ভালো ছিলো । আন্তরিকতা ছিলো কথায় এবং কাজে । সেই ভাইটিই আমাদের দুইজনকে নিজের অটোতে করে নিয়ে গেলেন শহরের ভেতরে একটা খাবার হোটেলে ।,positive
আমরা কেবিনে ব্যাগ রেখে প্রথমে চলে আসি ভিআইপি ডেকে বুড়িগঙ্গার দুই তীরের সৌন্দর্য অবলোকন করতে।,positive
মেঘনার নির্মল বাতাস গায়ে মেখে ভাঙ্গা চাঁদের ক্ষয়িষ্ণু আলোয় মেঘনার সৌন্দর্য সত্যিই অসাধারণ,positive
আকাশে ভাঙ্গা চাঁদের ক্ষয়িষ্ণু আলো মেঘনার জলে পরে অদ্ভুত আলো আধারের রঙ ধরান করেছে যার মাদকতা আমায় কেবিনে যেতে দিচ্ছে না।,positive
সবুজ গাছগাছালির ভেতর দিয়ে বহমান এই চ্যানেলের সৌন্দর্য আমার মতো আপনাদেরও মুগ্ধ করবেই।,positive
"নদী বেশ চওড়া। কড়া রোদের মধ্যেও শীতল বাতাস। যেন এখানে বসে কয়েক ঘণ্টা নয়, টানা কয়েক দিন ভ্রমণ করলেও কোন বিরক্তি আসবে না।",positive
এই জাহাজকে আমরা দক্ষিনাঞ্চলে মানুষেরা রকেট বলে থাকি।রকেটে ভ্রমণের অভিজ্ঞতা আসলেই অসাধারন।,positive
বেড গুলো ছোট ছোট ২ জন থাকতে কষ্ট হবে।,negative
জানুয়ারিতে বিশাল লেক তখন বরফজমা লেক। এর মাঝে দিয়ে গাড়ি নিয়ে অন্য পাশে যাওয়া যায় এ সময়। লেকটা আমার পছন্দের একটি জায়গা।,positive
আস্তে আস্তে কুয়াশা জমতে শুরু করেছে লেকের অন্য পাশ থেকে। তারা ভরা আকাশ ভেদ করে তখন অরোরা জ্যোতি মেলে ভর করেছে আকাশজুড়ে। এমন দৃশ্য খুব কমই দেখা যায়।,positive
চাঁদের আলোয় খোলা বরফজমা লেকর উপর দাড়িয়ে আকাশ দেখা মনে হয় স্বপ্নের ভেতর নীরব ভ্রমণ।,positive
"এ যেন রুপকথার রাজ্যের মতো❤️
",positive
এত সুন্দর জায়গা আর ছবি গুলো। খুব ইচ্ছা যাওয়ার।,positive
"পানি, পাহাড় আর লাল মাটির মিশ্রনে সে এক নয়নাভিরাম প্রাকৃতিক সৌন্দর্য।",positive
রাঙামাটি খুবই পরিছন্ন শহর এবং মানুষের মন মানসিকতাও অসাধারণ।,positive
 ট্যুরিস্টরা যেখানেই যায় সেই জায়গাটাকে নিজের মতো করে অপরিষ্কার করে আসে। যেখানে আমরা নিজেরাই নোংরা প্রকৃতিকে আমরা কি ভাবে পরিচ্ছন্ন রাখবো।,negative
নোংরা একটা জাতি। আবার ভ্রমন মাড়ায়!,negative
সাজেক শেষ করে এখন মারায়নতং শেষ করতেছে।,negative
বেশ কিছু ট্যুর গ্রুপের কারনে দর্শনীয় স্থানের বেহাল দশা।,negative
জানোয়ার গুলোর জন্য ক্যাম্পিং বন্ধ করে দেওয়া দরকার 🙂,negative
প্রকৃতির এক স্বপ্নিল সৃষ্টি বান্দরবানের দেবতাখুম।,positive
জুমঘর সবুজে ছেয়ে থাকা পাহাড়ের এক অদ্ভুত আকর্ষণ!,positive
"নতুন হোক বা পুরাতন, প্রথম হোক বা একাধিকার পাহাড়ে যাওয়ার অভিজ্ঞতা, চলার পথে ক্লান্ত হয়ে গেলে, একটু ছায়ায় বসে তৃষা মেটাতে জুমঘর সবার কাছেই পরম প্রার্থিত।",positive
"যারা আবার পাহাড় কিছুটা ভালোবাসে, সত্যিকারেই যারা পাহাড় ভালোবাসে জুমঘর তাদের কাছে সবুজ পাহাড়ের মাঝে এক টুকরো স্বর্গের মত যেন!",positive
আমার কাছেও জুমঘর পাহাড়ের অন্যতম এক আকর্ষণ।,positive
"যদিও আমি পাহাড় ভালোবাসি, ভীষণই ভালোবাসি, কিন্তু পাহাড় প্রেমী নই! কারন অবুঝ মনে নিজেকে এক সময় পাহাড় প্রেমী মনে করলেও, অনেক পরে এসে উপলব্ধি করতে পেরেছি, শুধু পাহাড় কেন, যে কোন কিছুর প্রেমী হওয়াটা অত সোজা কিছু নয়।",positive
"পাহাড় আর পাহাড়ি জুমঘর আমার কাছে ভীষণ কাংখিত আর আকর্ষণীয়। বিশেষ করে চলার পথে, ক্লান্ত শরীর এলিয়ে দিতে পারা যায়, এমন ছোট, ছায়া ঘেরা কোন জুমঘর।",positive
জুমঘর নিয়ে একান্তে নানা রকম স্বপ্ন আর কল্পনা করেছি নিজের মত করে। এবছর বান্দরবান ট্রিপে জুমঘর নিয়ে দেখা নানা রকম স্বপ্নের প্রায় সব গুলোই পূরন হয়ে গেছে,positive
"কিছুটা এগোতেই খাড়া পাহাড়, অনেকদিন পরে পাহাড় ট্রেক করাতে এই ছোট পাহাড় ট্রেক করতেই হাপিয়ে উঠলাম। সেই পাহাড় উঠে আবার নামতেই প্রথম অপুর্ব একটা জুম ঘরের দেখা পেলাম।",positive
লিক্ষিয়াং ঝর্ণা দেখে ফেরার পথে অপুর্ব আর অদ্ভুত সুন্দর সেই জুমঘরে বিশ্রাম নিতে উঠে পরেছিলাম। চারদিকেই সবুজ পাহাড় দিয়ে ঘেরা আর মাথার উপরে মেঘ কালো করে থাকা আকাশ দেখছিলাম আয়েশ করে।,positive
সত্যি বলতে কি পুরো জুমঘরের ভিতরটা দেখে এতোটাই অবাক হয়েছি যে মুগ্ধতা কাটছিলোনা কিছুতেই।,positive
চুপ করে এক কোনায় বসে বসে সেই জুমঘরটাকে মন ভরে উপভোগ করেছিলাম অনেকটা সময়।ইচ্ছে হচ্ছিল একদিন থেকে গেলেই কতইনা দারুণ ব্যাপার হত।,positive
সবুজ পাহাড়ের বুকে একটুকরো ভালোবাসা আর শান্তির ছায়া সাজানো জুমঘর,positive
"কক্সবাজার এর ""পেঁচার দ্বীপ"" তেমনই একটা জায়গা যেখানে কোন হাক ডাক নাই, নাগরিক কোলাহল নেই। আবার সেখানে পাহাড় কেটে সৌন্দর্যে ভরা রাস্তা।",positive
রাস্তা গুলো এতই উঁচু নিচু যে সিএনজি নিয়ে চলাচলও কষ্টকর।,negative
